@RELATION Models/svm
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Good,Bad}

@DATA
0.054593,0.008275,3.050617,0.129654,0.181103,0.396367,0.004583,0.078737,-25.264159,1.336123,-0.687769,-0.229875,-0.252205,-0.027255,0.036639,-0.029733,-0.113997,-0.006540,0.006689,0.017663,-0.011604,0.010913,0.007609,0.018344,0.013513,0.015790,0.014634,0.022291,0.009118,0.011351,0.012482,0.013716,0.008297,0.011508,0.018900,0.010632,0.247337,0.026026,0.022476,0.225109,0.001891,0.037000,2.562253,0.466673,0.507588,0.333516,0.310369,0.305782,0.294708,0.308658,0.288705,0.273202,0.227474,0.198623,0.181890,0.008744,0.007340,0.014746,0.011611,0.012422,0.012192,0.019085,0.011199,0.011160,0.010713,0.011633,0.008316,0.005661,Bad
0.038827,0.009492,3.042977,0.116706,0.187280,0.174143,0.005382,0.056727,-24.957835,2.037548,-0.948563,0.065180,-0.473112,-0.018719,-0.066991,-0.017926,-0.160807,-0.075532,-0.087476,-0.056195,-0.060866,0.016268,0.009175,0.022676,0.019368,0.019634,0.016549,0.018674,0.006283,0.012024,0.013573,0.015886,0.009688,0.011907,0.018920,0.009453,0.268996,0.028219,0.023966,0.174021,0.002119,0.027590,2.453634,0.634330,0.389847,0.318554,0.286081,0.243422,0.229982,0.232013,0.221911,0.229170,0.197764,0.177960,0.172578,0.011759,0.008676,0.015719,0.014314,0.014491,0.012703,0.013695,0.007543,0.010371,0.009892,0.011021,0.008857,0.004660,Bad
0.046993,0.007250,3.040503,0.126388,0.188840,0.290909,0.005772,0.066414,-25.825049,1.729378,-0.651449,0.027619,-0.336284,-0.030877,-0.067943,-0.038337,-0.034062,0.021750,-0.014001,-0.001689,0.020551,0.013009,0.008214,0.024833,0.013453,0.015846,0.013711,0.027912,0.005293,0.013248,0.014953,0.018158,0.008876,0.013922,0.022464,0.007131,0.261970,0.026561,0.022859,0.236418,0.002724,0.037616,2.365925,0.692212,0.470145,0.346309,0.340622,0.303713,0.301884,0.279166,0.240404,0.255257,0.239597,0.206168,0.180713,0.010678,0.008853,0.020685,0.012006,0.012350,0.012056,0.022107,0.007318,0.012765,0.012143,0.014094,0.008954,0.006738,Bad
0.068401,0.004191,2.881143,0.144133,0.191019,0.433663,0.005832,0.095603,-27.608518,1.015623,-1.089361,0.039026,-0.302526,-0.046299,-0.116131,0.062803,-0.049858,0.019890,0.002329,-0.003048,-0.053040,0.010886,0.010263,0.017094,0.010569,0.010812,0.010187,0.020759,0.007478,0.009628,0.011317,0.013438,0.009313,0.011635,0.032382,0.006353,0.377734,0.041797,0.027507,0.373055,0.003325,0.057686,3.315062,0.801019,0.658954,0.364275,0.377879,0.359372,0.345703,0.342494,0.314977,0.275502,0.255575,0.219872,0.190055,0.009770,0.012451,0.015582,0.010307,0.009437,0.009583,0.021805,0.011022,0.010531,0.010981,0.012289,0.009408,0.006309,Bad
0.058280,0.009411,3.009361,0.131215,0.181565,0.433665,0.004700,0.086457,-25.653558,1.283885,-0.587694,0.053638,-0.336423,0.024749,-0.103236,-0.006630,-0.103505,-0.000825,-0.062434,0.010954,-0.026399,0.013320,0.007321,0.020380,0.012354,0.014733,0.012820,0.024195,0.006525,0.009631,0.011531,0.015647,0.008568,0.011133,0.026521,0.010923,0.311295,0.032222,0.027183,0.291537,0.002504,0.046050,3.586059,0.948481,0.457259,0.346470,0.352856,0.294344,0.289629,0.296753,0.271211,0.242366,0.222857,0.211372,0.200524,0.011435,0.007382,0.017706,0.009781,0.012096,0.011459,0.021658,0.007474,0.009323,0.008857,0.012390,0.008308,0.006642,Bad
0.051087,0.009066,2.981957,0.136394,0.193270,0.316259,0.004189,0.067513,-24.934355,1.861380,-0.498953,0.092368,-0.195461,0.017437,-0.100332,-0.013291,-0.076713,-0.026804,-0.031970,0.018115,0.037077,0.015082,0.007218,0.030357,0.015304,0.020242,0.016687,0.034947,0.005419,0.010776,0.012942,0.020470,0.008475,0.014440,0.020915,0.007919,0.274125,0.030245,0.024688,0.186699,0.001461,0.033749,2.318661,0.613726,0.371307,0.285225,0.262926,0.235126,0.243581,0.230251,0.227553,0.225787,0.210236,0.189785,0.172811,0.011472,0.006393,0.019948,0.011644,0.013554,0.013379,0.024138,0.006025,0.008951,0.008789,0.012921,0.007290,0.006587,Bad
0.046552,0.009886,2.640965,0.123310,0.195857,0.201146,0.006687,0.053977,-26.846956,2.449499,-0.393861,0.012256,-0.317429,0.065812,-0.139252,-0.019014,-0.040512,0.000313,-0.015389,-0.000473,-0.040844,0.017141,0.007882,0.031679,0.015393,0.019652,0.015719,0.036949,0.004333,0.012818,0.017903,0.024432,0.009412,0.016190,0.024282,0.015457,0.451640,0.034403,0.027589,0.200372,0.003380,0.042797,3.053700,0.629680,0.617565,0.362214,0.368461,0.289958,0.264339,0.243869,0.228285,0.217832,0.207244,0.208517,0.194283,0.012776,0.007318,0.024954,0.012941,0.013232,0.012847,0.029383,0.005891,0.011008,0.012396,0.017997,0.008400,0.008687,Bad
0.038233,0.015461,3.004818,0.129118,0.200106,0.195077,0.006403,0.049635,-25.457089,2.243366,-0.524040,0.186772,-0.080117,0.027492,0.032018,0.058899,-0.041504,-0.008021,0.008787,0.019239,-0.025728,0.014514,0.006640,0.041921,0.012691,0.020818,0.012751,0.054542,0.004763,0.008676,0.014193,0.025701,0.007173,0.021403,0.019852,0.017861,0.281751,0.034396,0.028192,0.153866,0.003087,0.031077,3.077668,0.711174,0.581683,0.314156,0.299112,0.270608,0.254968,0.253664,0.246084,0.222603,0.207674,0.177924,0.169375,0.012246,0.007215,0.036649,0.010706,0.014770,0.011805,0.049565,0.007041,0.008874,0.011296,0.020751,0.007957,0.013776,Bad
0.050744,0.005022,3.007094,0.130474,0.191261,0.281580,0.005171,0.068297,-26.515622,1.722861,-0.800126,0.112764,-0.321565,-0.097466,-0.054320,-0.025491,-0.048323,0.039168,-0.019536,0.003507,0.007608,0.014421,0.008133,0.022583,0.012874,0.015527,0.013231,0.026993,0.005970,0.011745,0.015459,0.018218,0.009731,0.012828,0.027079,0.006974,0.284582,0.042352,0.030985,0.224836,0.002280,0.038831,3.129333,0.750946,0.480795,0.328743,0.334576,0.287638,0.278154,0.256925,0.238499,0.238972,0.225970,0.199800,0.176874,0.010930,0.007924,0.019869,0.010572,0.011223,0.011207,0.027268,0.007508,0.010868,0.012296,0.013571,0.010092,0.007410,Bad
0.044741,0.006203,2.879160,0.134204,0.201806,0.227280,0.006271,0.051065,-26.970122,1.996941,-0.729111,0.072229,-0.190623,-0.046004,-0.063155,0.000302,-0.076419,0.016253,0.000316,-0.001924,-0.029835,0.015396,0.008144,0.029206,0.014762,0.018600,0.014548,0.031498,0.005990,0.011523,0.014486,0.019956,0.008863,0.015540,0.021483,0.009036,0.342683,0.042700,0.033208,0.176449,0.002818,0.023726,3.213278,0.801888,0.611141,0.381158,0.373911,0.301262,0.293809,0.285785,0.283752,0.258901,0.244541,0.215024,0.190640,0.012972,0.009094,0.027493,0.013159,0.014869,0.012917,0.033182,0.007945,0.011574,0.011783,0.017586,0.009243,0.009695,Bad
0.049802,0.018934,3.015906,0.122296,0.181778,0.299861,0.005250,0.068848,-24.278756,1.377639,-0.898120,-0.078522,-0.219443,-0.072369,-0.050176,0.033032,-0.127929,0.007100,0.011437,0.021730,-0.043193,0.011623,0.008211,0.017758,0.012749,0.014145,0.014039,0.021064,0.008497,0.011959,0.012921,0.013561,0.008599,0.011029,0.019744,0.023394,0.294396,0.024808,0.022037,0.231717,0.002272,0.031591,2.514490,0.609031,0.597296,0.319498,0.306747,0.308398,0.289466,0.285499,0.270567,0.254776,0.217558,0.196994,0.174164,0.009733,0.007489,0.013866,0.010925,0.010465,0.012798,0.017120,0.011079,0.011364,0.011153,0.010586,0.008440,0.005319,Bad
0.051981,0.003321,2.920090,0.132213,0.191771,0.291117,0.004997,0.068369,-27.023689,1.439122,-0.675765,0.219167,-0.243363,0.120757,-0.012049,0.023630,-0.034765,0.009726,-0.028969,0.009512,0.013100,0.012412,0.007257,0.025088,0.012991,0.016720,0.011593,0.028217,0.005827,0.009923,0.014083,0.017859,0.007109,0.012692,0.017894,0.004337,0.348836,0.024321,0.024995,0.207164,0.002320,0.030393,2.206564,0.858610,0.464368,0.330140,0.325765,0.288966,0.279321,0.281047,0.281776,0.263836,0.234982,0.203588,0.180835,0.010405,0.007161,0.019142,0.011529,0.013462,0.009607,0.022700,0.007587,0.009247,0.012012,0.014234,0.006682,0.006742,Bad
0.051419,0.005816,2.931098,0.127388,0.186936,0.297254,0.005543,0.068619,-26.332480,1.462484,-0.951901,-0.099106,-0.247710,-0.101491,-0.023536,-0.038679,-0.136007,-0.047691,-0.050175,-0.042582,-0.070921,0.013075,0.009378,0.019980,0.013801,0.016690,0.014338,0.021949,0.008178,0.010463,0.011417,0.013621,0.008912,0.012148,0.021105,0.007419,0.348074,0.031742,0.025251,0.223233,0.002447,0.032995,3.225990,0.595991,0.663952,0.372506,0.341339,0.341099,0.298082,0.299296,0.291885,0.266649,0.226901,0.204754,0.191363,0.011343,0.009213,0.018999,0.011639,0.013973,0.012029,0.022354,0.010312,0.010422,0.010192,0.011771,0.008876,0.006708,Bad
0.058009,0.008401,3.055672,0.124716,0.174384,0.469860,0.004088,0.088494,-25.327421,1.027983,-0.480857,0.176215,-0.130267,0.052759,-0.041237,0.073340,-0.037460,0.015640,-0.044766,0.063931,0.011282,0.012249,0.007499,0.022325,0.011059,0.015488,0.011036,0.025384,0.005119,0.007871,0.011764,0.016076,0.007707,0.011063,0.014749,0.009319,0.258382,0.019791,0.020599,0.194645,0.001394,0.024297,2.237964,0.607454,0.361415,0.319023,0.302083,0.265099,0.291373,0.273481,0.270334,0.259893,0.237202,0.202667,0.181089,0.009952,0.007330,0.016091,0.009069,0.011106,0.009127,0.017511,0.005468,0.006788,0.009064,0.011070,0.006960,0.004887,Bad
0.036263,0.022913,2.928411,0.117066,0.188977,0.160618,0.006437,0.051282,-23.728582,1.965958,-0.882531,0.035142,-0.255659,0.038253,0.051358,0.040029,-0.077372,0.008717,-0.050071,0.005055,0.009217,0.014708,0.009456,0.024958,0.014356,0.018742,0.014413,0.026918,0.006657,0.011354,0.014786,0.018471,0.008600,0.013601,0.013117,0.019610,0.314426,0.028646,0.026378,0.104862,0.002525,0.018544,2.515965,0.590822,0.534917,0.364271,0.320989,0.302267,0.311007,0.327588,0.298616,0.285594,0.246066,0.213890,0.187406,0.011856,0.010367,0.020968,0.011405,0.014084,0.013104,0.024222,0.008662,0.010811,0.012219,0.014398,0.008646,0.007079,Bad
0.038788,0.013449,2.993051,0.121051,0.190378,0.223770,0.005337,0.056350,-24.934346,2.072380,-0.256186,0.201713,-0.157342,0.070743,-0.117312,0.102522,0.015839,-0.009479,-0.029004,-0.003033,0.035344,0.015728,0.007271,0.041364,0.016392,0.023179,0.012349,0.044076,0.002999,0.008211,0.015374,0.028315,0.007887,0.018321,0.017112,0.013866,0.286893,0.034143,0.029992,0.144245,0.001903,0.030298,3.117932,0.572636,0.374996,0.281722,0.291470,0.232810,0.255211,0.275581,0.265653,0.249884,0.222096,0.188898,0.165413,0.011647,0.007112,0.028792,0.013342,0.014943,0.010519,0.033166,0.003382,0.007086,0.011050,0.019124,0.007555,0.009321,Bad
0.046097,0.005706,3.033343,0.124979,0.190148,0.242114,0.005292,0.065122,-25.843733,1.797566,-0.779936,0.123498,-0.341549,-0.078455,-0.072610,-0.060083,-0.052520,0.053180,-0.008060,0.006140,-0.005549,0.013793,0.008058,0.023235,0.013382,0.015937,0.014370,0.026685,0.005967,0.011812,0.015470,0.019204,0.009719,0.012297,0.021841,0.006726,0.259881,0.035603,0.027864,0.181537,0.002249,0.031963,2.681176,0.770435,0.451644,0.314855,0.308226,0.285008,0.253294,0.253786,0.244907,0.244800,0.220096,0.198518,0.173702,0.010765,0.008316,0.019787,0.009778,0.011989,0.011788,0.023216,0.006556,0.010444,0.011124,0.014258,0.008997,0.006962,Bad
0.039188,0.011009,2.941047,0.132945,0.204315,0.217101,0.006850,0.051280,-26.148405,2.388184,-0.412784,0.129544,-0.161587,0.018761,-0.072005,-0.000419,-0.057622,0.023632,0.010231,0.026409,0.010623,0.015246,0.006179,0.041653,0.013712,0.021816,0.014242,0.050583,0.004570,0.010299,0.015564,0.027874,0.007401,0.021596,0.024618,0.011803,0.319407,0.038774,0.028542,0.205718,0.003352,0.036642,2.797062,0.710939,0.570492,0.368341,0.335928,0.290747,0.268733,0.246937,0.240562,0.220903,0.201698,0.192877,0.182844,0.013800,0.007326,0.032548,0.012379,0.016962,0.013495,0.037946,0.006919,0.010452,0.012660,0.021949,0.007667,0.010745,Bad
0.047516,0.009278,3.093045,0.124793,0.187662,0.251464,0.004854,0.067656,-25.143783,1.794697,-0.755641,0.195071,-0.259848,0.014913,-0.074584,0.007424,-0.046063,0.053802,-0.014902,0.008961,-0.037581,0.014926,0.008204,0.024243,0.012342,0.015956,0.012852,0.029488,0.006668,0.010648,0.015368,0.020000,0.010058,0.012794,0.022751,0.009559,0.225990,0.035732,0.027236,0.205099,0.002003,0.034791,2.652363,0.714115,0.426212,0.285753,0.281023,0.243517,0.240626,0.237900,0.232723,0.225515,0.209847,0.190085,0.179224,0.011082,0.007870,0.017869,0.009074,0.010849,0.011007,0.023026,0.007828,0.009381,0.010874,0.014279,0.009051,0.006435,Bad
0.066731,0.006011,3.007656,0.159969,0.211078,0.404211,0.004422,0.085388,-26.474314,1.868848,-0.401769,0.356793,-0.126120,0.100411,-0.078085,-0.010573,-0.019320,0.020621,-0.020894,0.036365,-0.002292,0.016493,0.005660,0.030984,0.012299,0.018625,0.012454,0.035636,0.004716,0.009252,0.016424,0.023914,0.009069,0.015466,0.032924,0.007433,0.275380,0.039331,0.021238,0.322459,0.002029,0.063286,2.336100,0.583094,0.507088,0.322462,0.348119,0.276842,0.263576,0.249253,0.241017,0.226462,0.223035,0.195595,0.186298,0.013387,0.005870,0.022868,0.010852,0.012982,0.011873,0.023148,0.006337,0.008846,0.012239,0.016526,0.009509,0.006643,Bad
0.063049,0.005913,2.803199,0.137856,0.186318,0.512121,0.005551,0.092701,-26.483939,1.104415,-0.644935,-0.240792,-0.362416,-0.142811,-0.023768,0.014816,-0.034927,0.019106,-0.067713,0.083538,-0.106962,0.013259,0.010029,0.017254,0.011415,0.013006,0.012539,0.018945,0.005881,0.009740,0.011896,0.014106,0.010451,0.011068,0.028911,0.007791,0.389236,0.036486,0.028258,0.340583,0.002799,0.054438,3.232642,0.864721,0.564932,0.460534,0.389981,0.371607,0.307185,0.292416,0.276249,0.275822,0.255579,0.239389,0.210586,0.011846,0.011044,0.016895,0.010053,0.011034,0.011879,0.021064,0.007509,0.009682,0.010497,0.011953,0.010902,0.006509,Bad
0.045683,0.013184,3.036629,0.123051,0.186331,0.265932,0.005479,0.064611,-24.684984,1.703974,-0.770343,0.097796,-0.221121,-0.084486,-0.162752,0.024742,-0.127203,-0.004936,-0.000939,0.001565,-0.075329,0.015088,0.008296,0.023834,0.013822,0.016803,0.014066,0.026090,0.006531,0.010623,0.013800,0.018039,0.009965,0.013008,0.015988,0.011580,0.273994,0.026969,0.025355,0.172755,0.002306,0.026895,2.571641,0.649331,0.552905,0.386656,0.323035,0.334266,0.278040,0.275447,0.271995,0.250678,0.225649,0.212140,0.191607,0.012672,0.008013,0.020662,0.011011,0.012444,0.012828,0.024146,0.008275,0.009639,0.010891,0.015198,0.009568,0.007385,Bad
0.049715,0.009742,3.095882,0.128265,0.190860,0.266747,0.004836,0.066902,-25.464498,1.652017,-0.785331,0.192832,-0.330127,-0.058038,-0.088256,-0.030168,-0.025395,0.072051,-0.010991,0.006502,-0.034122,0.014354,0.008727,0.023825,0.011871,0.015116,0.012394,0.027509,0.006508,0.010580,0.014639,0.017970,0.010886,0.012638,0.022630,0.010108,0.217129,0.035730,0.028873,0.207071,0.001882,0.027849,2.993706,0.730823,0.430528,0.308995,0.287261,0.265061,0.260703,0.261256,0.256697,0.234701,0.201305,0.185481,0.170619,0.011486,0.008427,0.019286,0.009620,0.011066,0.010075,0.023324,0.007270,0.008352,0.011014,0.012533,0.010164,0.006833,Bad
0.045040,0.007451,2.882728,0.130156,0.194252,0.261175,0.005320,0.057763,-25.879710,2.011921,-0.635952,-0.064227,-0.388666,-0.037420,-0.117322,0.039612,-0.145525,0.011269,-0.030348,-0.012706,0.024039,0.015461,0.008410,0.025199,0.015759,0.019560,0.017699,0.031159,0.004517,0.012245,0.014566,0.018084,0.010087,0.014486,0.018391,0.007303,0.345290,0.033924,0.029197,0.164486,0.002187,0.027714,2.790986,0.656310,0.454916,0.365027,0.329219,0.285292,0.274636,0.250808,0.244815,0.227035,0.210191,0.198107,0.183234,0.012125,0.008619,0.020430,0.012408,0.014606,0.015088,0.029006,0.005013,0.011341,0.010873,0.012829,0.009324,0.007828,Bad
0.053176,0.007130,3.077742,0.123814,0.177680,0.400332,0.004574,0.080923,-25.221141,1.362474,-0.531257,0.065548,-0.234758,-0.005624,-0.140253,0.099098,-0.003746,0.024551,-0.053332,0.001358,0.012098,0.014512,0.009239,0.023533,0.013223,0.014612,0.012284,0.024820,0.004852,0.009765,0.012662,0.017958,0.009660,0.012029,0.018520,0.007639,0.220294,0.023915,0.023077,0.224220,0.001714,0.031940,2.187450,0.724386,0.414617,0.367761,0.323765,0.285260,0.279946,0.281608,0.259900,0.251172,0.232263,0.201402,0.192026,0.011447,0.008896,0.018072,0.011344,0.011072,0.010986,0.020240,0.005561,0.009459,0.009652,0.012990,0.009589,0.006089,Bad
0.046792,0.006465,3.025882,0.123928,0.184039,0.294265,0.005183,0.063653,-25.765585,1.705953,-0.898926,-0.153944,-0.224116,-0.186539,-0.017935,-0.075447,-0.124387,-0.047765,-0.041802,-0.033879,-0.039447,0.013819,0.009644,0.019364,0.015909,0.016418,0.016255,0.020795,0.007023,0.012383,0.013326,0.014861,0.009438,0.011925,0.020122,0.008651,0.254843,0.024443,0.022011,0.237985,0.002253,0.035212,2.474966,0.614814,0.543992,0.341978,0.316849,0.303331,0.278884,0.267641,0.251977,0.240180,0.214133,0.204385,0.180079,0.011550,0.009814,0.014798,0.013134,0.012624,0.013685,0.017863,0.009183,0.011575,0.010914,0.011603,0.009634,0.005458,Bad
0.036298,0.006619,2.855090,0.122192,0.197981,0.149313,0.006096,0.047853,-26.403401,2.423834,-0.680756,0.146299,-0.273121,0.086950,-0.060514,-0.040278,-0.107035,-0.066808,-0.042846,-0.036068,-0.044511,0.017624,0.006765,0.031949,0.019652,0.022390,0.015632,0.030884,0.005335,0.011310,0.016941,0.022102,0.008032,0.015587,0.021996,0.007762,0.342299,0.038882,0.028291,0.176366,0.002372,0.030744,3.153130,0.544507,0.521842,0.337917,0.301354,0.250369,0.253532,0.239166,0.229793,0.231251,0.201834,0.182513,0.167315,0.013602,0.006681,0.023288,0.015997,0.014598,0.012691,0.026468,0.006691,0.010819,0.012150,0.014173,0.008485,0.007370,Bad
0.042084,0.012267,3.096955,0.116442,0.183423,0.192374,0.005508,0.061202,-24.321753,1.708540,-0.992395,0.139668,-0.456382,-0.118630,-0.035702,-0.102175,-0.063629,-0.022502,-0.073534,-0.004575,-0.007790,0.014867,0.009349,0.019114,0.014968,0.015882,0.014501,0.020805,0.007923,0.011388,0.012639,0.014951,0.010133,0.011271,0.016274,0.010160,0.207942,0.024610,0.022198,0.168851,0.002116,0.025490,2.233848,0.639513,0.407056,0.310072,0.304911,0.277193,0.276097,0.265077,0.249648,0.238474,0.231906,0.202383,0.186193,0.012234,0.009218,0.015000,0.012209,0.012304,0.012166,0.017799,0.008146,0.009863,0.009614,0.011353,0.009370,0.005423,Bad
0.044887,0.020361,3.077893,0.120449,0.183642,0.239972,0.004972,0.069487,-24.067322,1.662870,-0.864069,0.196900,-0.310105,0.026224,-0.070276,0.004967,-0.040292,-0.034914,-0.053889,0.032642,-0.012215,0.013880,0.008550,0.024031,0.014378,0.018032,0.014043,0.023909,0.007547,0.008648,0.013317,0.018095,0.008630,0.011724,0.022866,0.019286,0.233902,0.035910,0.028311,0.216999,0.001972,0.038948,3.253922,0.799479,0.471544,0.306229,0.286558,0.254422,0.242678,0.245851,0.231800,0.242133,0.204699,0.189684,0.172403,0.009483,0.007795,0.020963,0.011022,0.013381,0.011005,0.020064,0.008529,0.007238,0.008324,0.012750,0.008259,0.006432,Bad
0.059662,0.005010,2.939026,0.137284,0.188560,0.423070,0.005981,0.082612,-26.821385,1.209760,-1.005460,-0.071201,-0.173276,-0.116055,-0.026530,0.054595,-0.098326,0.029164,-0.038459,-0.002886,-0.055656,0.011143,0.008295,0.017616,0.012410,0.013061,0.011601,0.019840,0.007573,0.010097,0.011465,0.013947,0.009271,0.011619,0.028103,0.007103,0.350444,0.034377,0.025363,0.329942,0.003555,0.049220,3.102981,0.772917,0.652629,0.428386,0.305167,0.398634,0.336487,0.341684,0.289429,0.277724,0.263154,0.207374,0.195712,0.010155,0.009872,0.016886,0.011835,0.011389,0.011249,0.020404,0.010973,0.010986,0.010737,0.013120,0.010998,0.006057,Bad
0.054141,0.011580,3.027421,0.126564,0.179848,0.423426,0.004545,0.083413,-24.723011,1.526475,-0.304573,0.078306,-0.185507,0.027935,-0.143840,0.070162,-0.002994,0.032647,-0.008563,0.059061,0.037538,0.013826,0.007816,0.027837,0.012962,0.018191,0.013413,0.030895,0.003847,0.010788,0.014737,0.020552,0.008930,0.013578,0.020825,0.011832,0.273915,0.026371,0.024358,0.242643,0.001924,0.038368,2.512827,0.714431,0.360884,0.317965,0.276652,0.242347,0.255599,0.260762,0.266912,0.232436,0.221191,0.192834,0.172753,0.010460,0.007504,0.020393,0.010735,0.012973,0.011324,0.022193,0.004140,0.010147,0.011721,0.014543,0.008498,0.006711,Bad
0.053693,0.008990,3.171792,0.120755,0.176628,0.274685,0.004525,0.073727,-25.426924,0.999194,-0.720079,0.488931,-0.099402,0.196312,-0.161012,0.050462,0.017851,-0.087635,0.018104,0.075906,0.048508,0.013346,0.011938,0.025876,0.009395,0.011991,0.009027,0.032979,0.005516,0.007542,0.009136,0.015372,0.005904,0.013074,0.012411,0.009660,0.210562,0.028127,0.029330,0.116868,0.001772,0.015257,3.008072,0.581600,0.363578,0.263098,0.275833,0.253444,0.259646,0.322484,0.250696,0.317320,0.246228,0.210126,0.152071,0.009865,0.012715,0.019573,0.008274,0.010020,0.007954,0.032267,0.006751,0.008476,0.007156,0.009875,0.005670,0.008294,Bad
0.050362,0.009348,2.934049,0.130514,0.190536,0.336266,0.006067,0.074340,-25.996980,1.683524,-0.609255,-0.161654,-0.397051,-0.066227,-0.038795,0.047046,-0.084771,0.036489,-0.046641,-0.061020,-0.019784,0.017544,0.010902,0.021882,0.014172,0.014955,0.013791,0.022563,0.005827,0.010164,0.014443,0.018268,0.011644,0.013910,0.030299,0.011248,0.346951,0.037788,0.028153,0.305099,0.002953,0.051604,3.415376,0.953695,0.484622,0.434922,0.376167,0.335359,0.290701,0.263783,0.273968,0.269717,0.251453,0.240681,0.201110,0.016366,0.012415,0.019676,0.012830,0.013640,0.013188,0.023271,0.008868,0.010436,0.013045,0.015341,0.012946,0.007258,Bad
0.051668,0.010094,3.059130,0.124948,0.182648,0.332099,0.004453,0.076386,-25.247611,1.517161,-0.683610,0.053266,-0.357470,-0.036069,-0.096028,-0.001736,-0.041958,0.036196,-0.009320,0.023716,0.005969,0.014056,0.008881,0.020254,0.012249,0.014688,0.013467,0.024388,0.006316,0.011503,0.013274,0.017017,0.009853,0.010957,0.026769,0.011099,0.300840,0.034102,0.026304,0.285569,0.001727,0.043068,3.452213,0.746445,0.415692,0.318715,0.290407,0.268226,0.258285,0.255692,0.252069,0.220823,0.211208,0.184683,0.179640,0.010439,0.008875,0.015294,0.009549,0.010119,0.011103,0.019781,0.006242,0.009664,0.009780,0.012246,0.008800,0.005619,Bad
0.053202,0.007264,2.989245,0.129784,0.183603,0.350492,0.005317,0.068546,-25.559168,1.482061,-0.905797,-0.274864,-0.241420,-0.148200,-0.035047,-0.044371,-0.155043,-0.013291,0.006982,-0.006230,-0.077866,0.013227,0.009709,0.016465,0.012527,0.013301,0.016897,0.022424,0.010221,0.012474,0.012057,0.012855,0.009543,0.012051,0.023045,0.009086,0.299963,0.024466,0.022065,0.261302,0.002407,0.038478,2.275643,0.695764,0.606317,0.331840,0.320830,0.346688,0.311679,0.292333,0.277283,0.247363,0.228365,0.204271,0.177565,0.011958,0.010214,0.014543,0.010595,0.010339,0.015462,0.019923,0.013797,0.013234,0.010881,0.010838,0.010275,0.006105,Bad
