@RELATION Models/svm
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Good,Bad}

@DATA
0.041814,0.016957,3.207168,0.089743,0.138991,0.207285,0.007165,0.060144,-24.899710,2.018257,-0.586223,0.199088,-0.196368,0.074813,-0.080798,-0.099953,-0.140727,-0.027279,-0.051280,0.012186,0.051520,0.015095,0.005809,0.021406,0.016652,0.024425,0.013101,0.024577,0.003022,0.011690,0.013293,0.020530,0.009319,0.019440,0.012761,0.010753,0.107925,0.021397,0.033095,0.138395,0.006428,0.020817,1.530258,0.518855,0.351234,0.287921,0.272125,0.273047,0.282621,0.283713,0.278237,0.292151,0.272433,0.262939,0.240537,0.020463,0.008782,0.020225,0.018384,0.027193,0.014888,0.026342,0.005139,0.015581,0.014212,0.018724,0.012346,0.009962,Good
0.040110,0.004631,3.213180,0.094729,0.151785,0.146478,0.006080,0.048376,-28.147433,2.268843,-1.065269,-0.052987,-0.389150,-0.057462,-0.176870,0.045453,-0.069064,-0.026518,-0.132686,0.013295,0.021861,0.011506,0.009174,0.024485,0.012301,0.017587,0.013116,0.019021,0.009948,0.012545,0.023133,0.010073,0.011569,0.021978,0.010070,0.003413,0.092437,0.023851,0.034385,0.081614,0.005269,0.014033,1.419929,0.494557,0.364794,0.318021,0.310508,0.264926,0.274926,0.303398,0.305395,0.295965,0.278464,0.234238,0.226346,0.012436,0.012661,0.026708,0.015263,0.018666,0.016378,0.020185,0.017042,0.017252,0.026816,0.011229,0.016135,0.010383,Good
0.036250,0.006392,3.151468,0.107641,0.172164,0.100792,0.006902,0.044429,-29.081300,2.737407,-1.387343,-0.162572,-0.366787,-0.052711,-0.080648,-0.006535,-0.053202,-0.089581,-0.135380,-0.031905,-0.073500,0.014547,0.012250,0.038342,0.012604,0.012337,0.024326,0.042943,0.008550,0.011307,0.009326,0.020180,0.012390,0.029425,0.009763,0.006060,0.132682,0.031646,0.039201,0.065488,0.005455,0.015086,1.887095,0.631275,0.433723,0.308870,0.272724,0.249661,0.244593,0.244284,0.240730,0.244143,0.254666,0.248802,0.243071,0.015859,0.015912,0.034211,0.014435,0.012868,0.026515,0.034882,0.013833,0.014828,0.010727,0.021340,0.016401,0.012040,Good
0.042907,0.005227,3.169557,0.107940,0.170071,0.182236,0.009098,0.060509,-28.079642,2.230612,-0.879147,-0.203036,-0.194800,-0.104131,-0.068589,-0.107438,-0.078057,0.039415,-0.034042,0.005578,-0.026339,0.014112,0.009525,0.019726,0.016840,0.017327,0.014277,0.029559,0.009189,0.014638,0.014106,0.020233,0.013523,0.023704,0.013154,0.005670,0.113278,0.031258,0.037255,0.115646,0.006443,0.020869,1.813990,0.647834,0.553830,0.386808,0.401476,0.349386,0.352564,0.364150,0.375320,0.360814,0.330019,0.296043,0.257675,0.017427,0.014346,0.022974,0.021382,0.021430,0.020429,0.032227,0.016861,0.020011,0.018487,0.022175,0.017576,0.011220,Good
0.041956,0.004920,3.167589,0.107512,0.161436,0.224798,0.007408,0.057368,-27.951827,1.789856,-0.672000,-0.169093,-0.299593,-0.010964,-0.065096,-0.031888,-0.088228,0.008749,-0.150204,-0.006437,-0.051333,0.016218,0.011075,0.026060,0.017046,0.016554,0.017900,0.024201,0.007835,0.011036,0.013827,0.018754,0.009729,0.023154,0.014497,0.004834,0.124989,0.027283,0.032702,0.161963,0.004702,0.026472,1.755872,0.643699,0.559617,0.415520,0.388226,0.333239,0.344528,0.357756,0.368116,0.349239,0.324747,0.292148,0.263979,0.020660,0.016693,0.029340,0.022469,0.019653,0.022920,0.028802,0.013433,0.015685,0.018091,0.022035,0.014053,0.011383,Good
0.043668,0.005079,3.150210,0.112924,0.163365,0.260297,0.006832,0.055836,-27.571909,1.796119,-0.462423,-0.132041,-0.253821,-0.158710,-0.074452,-0.005926,-0.206900,-0.003280,-0.043724,-0.010752,-0.081574,0.013995,0.007091,0.026515,0.019619,0.020098,0.016504,0.034304,0.006308,0.012378,0.014684,0.019064,0.008888,0.023147,0.013544,0.004279,0.104943,0.026951,0.031170,0.143886,0.003418,0.025182,1.616516,0.506380,0.685835,0.335962,0.420205,0.287680,0.297570,0.265150,0.300547,0.243448,0.250041,0.232359,0.224632,0.016390,0.010549,0.026830,0.023859,0.020489,0.020301,0.033288,0.010773,0.016519,0.016128,0.020436,0.012189,0.011127,Good
0.047110,0.010197,3.218732,0.107537,0.162162,0.219416,0.005409,0.064625,-26.973920,2.070867,-1.074931,-0.066272,-0.311280,-0.077261,-0.114290,-0.116817,-0.150870,0.034394,-0.032401,-0.007659,0.002552,0.011313,0.012577,0.013423,0.011103,0.016176,0.021558,0.025388,0.004512,0.024955,0.010410,0.012231,0.006787,0.025044,0.011271,0.006727,0.084714,0.025214,0.032980,0.115714,0.004355,0.020545,1.304612,0.555330,0.383947,0.381310,0.339529,0.331450,0.346206,0.326329,0.342394,0.325374,0.324268,0.265875,0.258341,0.012833,0.017310,0.015059,0.015209,0.018792,0.027258,0.025565,0.007510,0.030968,0.012402,0.015353,0.009919,0.012278,Good
0.045061,0.007299,3.206229,0.108123,0.158704,0.248072,0.005206,0.061805,-27.149643,1.768207,-0.467778,-0.020958,-0.387872,-0.126842,-0.346497,-0.183972,-0.146769,-0.007628,-0.043199,0.033779,-0.063000,0.013043,0.006386,0.023141,0.012530,0.019191,0.030219,0.024446,0.006330,0.010432,0.037598,0.013877,0.008558,0.027815,0.013294,0.006140,0.091073,0.024025,0.032170,0.128263,0.003666,0.023227,1.312271,0.545996,0.356112,0.333825,0.295126,0.277446,0.282040,0.279750,0.289605,0.300776,0.289224,0.259805,0.270372,0.015097,0.008138,0.023354,0.017760,0.023317,0.033264,0.020742,0.010173,0.012491,0.039912,0.015059,0.011665,0.011007,Good
0.040894,0.007422,3.196272,0.100129,0.158565,0.140300,0.006229,0.051968,-27.272470,2.152486,-1.069492,0.042551,-0.430634,-0.123002,0.011446,-0.139400,-0.128842,0.037811,-0.073495,-0.013306,0.027020,0.010142,0.009585,0.021794,0.012759,0.022978,0.015637,0.028125,0.006811,0.012927,0.012221,0.013944,0.010562,0.023844,0.011537,0.006612,0.115074,0.026924,0.037526,0.101953,0.005204,0.017336,1.424771,0.625396,0.423557,0.372232,0.313012,0.309965,0.325239,0.306764,0.307383,0.329861,0.293389,0.257337,0.253539,0.011395,0.014224,0.022875,0.016869,0.026364,0.019782,0.024248,0.012010,0.018386,0.014627,0.017471,0.014572,0.011797,Good
0.041259,0.008223,3.170178,0.109322,0.169121,0.151686,0.008288,0.050882,-28.079576,2.124513,-1.284650,-0.164477,-0.538029,-0.151604,-0.065473,-0.149724,-0.073032,0.105318,-0.028899,-0.056738,-0.042084,0.016901,0.008000,0.023077,0.027958,0.013673,0.007672,0.034277,0.007811,0.015713,0.019035,0.012991,0.007328,0.028370,0.012868,0.006945,0.152547,0.032101,0.038676,0.098168,0.008333,0.018684,1.818683,0.700840,0.478972,0.382163,0.380077,0.352027,0.368061,0.360228,0.350435,0.333785,0.335265,0.305575,0.251066,0.023247,0.013248,0.026650,0.030690,0.015943,0.011523,0.037099,0.014210,0.019293,0.026141,0.015863,0.010925,0.013300,Good
0.045674,0.007882,3.202778,0.105733,0.150534,0.272630,0.005404,0.062571,-25.790410,1.900617,-0.694915,0.001182,-0.332794,-0.055525,-0.123651,-0.052120,-0.135519,-0.008853,-0.003526,-0.012224,-0.049277,0.012164,0.008869,0.019731,0.014987,0.018362,0.014945,0.021954,0.006248,0.014634,0.012193,0.020556,0.007389,0.017883,0.014053,0.005557,0.087294,0.025010,0.029314,0.147661,0.003720,0.024846,1.297233,0.485298,0.319326,0.266885,0.261709,0.242810,0.255710,0.266088,0.264993,0.283786,0.258742,0.236615,0.209746,0.012422,0.010623,0.019130,0.015090,0.018457,0.017762,0.019722,0.010076,0.016786,0.011890,0.021854,0.009102,0.008083,Good
0.070495,0.002952,3.176283,0.144905,0.181822,0.457269,0.005572,0.111465,-29.756620,1.430444,-0.876928,-0.261110,-0.222985,-0.080856,0.028309,-0.115287,-0.187963,0.014773,0.022627,-0.009474,-0.120856,0.011124,0.007803,0.015028,0.010399,0.020596,0.017856,0.021091,0.010453,0.015787,0.011949,0.019719,0.006884,0.020687,0.024094,0.002913,0.093979,0.037619,0.031228,0.220262,0.003577,0.051908,1.694649,0.508769,0.554080,0.344611,0.350612,0.325165,0.299053,0.330018,0.322705,0.311367,0.262112,0.235550,0.209517,0.012526,0.011708,0.015761,0.013312,0.018549,0.022540,0.021320,0.015100,0.019463,0.012146,0.017031,0.009308,0.009352,Good
0.072554,0.004641,3.201036,0.132678,0.154420,0.664258,0.004624,0.115227,-26.491657,1.312825,-0.270686,-0.031162,-0.221171,-0.029410,-0.149857,-0.010633,-0.116230,-0.041375,-0.058660,-0.038666,-0.048651,0.013135,0.007978,0.011099,0.013579,0.026761,0.011038,0.012660,0.003383,0.011957,0.008094,0.012583,0.009710,0.014398,0.019490,0.003490,0.131565,0.022122,0.023340,0.250084,0.003107,0.038826,1.175376,0.524749,0.393934,0.320047,0.290258,0.285369,0.283708,0.301611,0.290773,0.300951,0.274875,0.243832,0.214558,0.014379,0.010613,0.011136,0.014792,0.025355,0.012099,0.011859,0.004918,0.016650,0.008715,0.012845,0.013661,0.007762,Good
0.067997,0.008767,3.201229,0.137804,0.163743,0.677353,0.004486,0.115860,-25.228985,1.208664,-0.098025,0.166490,-0.078501,-0.067428,-0.193890,-0.108817,-0.092891,-0.000374,-0.005872,0.013593,-0.009662,0.009095,0.005063,0.013520,0.011670,0.033935,0.008578,0.013790,0.003277,0.010042,0.012428,0.012896,0.008075,0.014918,0.022582,0.006179,0.109616,0.031790,0.025851,0.309375,0.002715,0.053722,1.074930,0.534483,0.336611,0.251764,0.248343,0.246617,0.270409,0.276784,0.284872,0.280586,0.272036,0.232149,0.196640,0.009653,0.007054,0.012197,0.010998,0.031266,0.009239,0.013261,0.005552,0.011419,0.012121,0.012338,0.012224,0.008304,Good
0.041147,0.004360,3.210610,0.107114,0.173508,0.172793,0.004159,0.059081,-28.439376,2.475698,-0.948014,0.054538,-0.422610,-0.190988,-0.291344,-0.161243,-0.060398,0.011420,-0.076600,-0.036874,-0.023072,0.022031,0.011854,0.018144,0.009891,0.016038,0.031432,0.027862,0.004410,0.011988,0.016070,0.012760,0.026259,0.024022,0.010964,0.003082,0.099925,0.024280,0.029455,0.078902,0.003691,0.016605,1.353827,0.515680,0.382441,0.325921,0.305551,0.291143,0.292913,0.290091,0.316648,0.295807,0.270936,0.242414,0.234014,0.019372,0.016615,0.021766,0.012105,0.014221,0.035225,0.029963,0.007042,0.013151,0.019485,0.014182,0.029882,0.010565,Good
0.044429,0.004534,3.185793,0.116601,0.174932,0.213721,0.004458,0.063067,-28.449358,2.268928,-0.741549,-0.056485,-0.470701,-0.130098,-0.257195,0.049173,-0.091610,0.011147,0.105308,0.104821,-0.000234,0.010183,0.014570,0.022547,0.011869,0.015823,0.022726,0.027089,0.004006,0.018770,0.017857,0.021399,0.013357,0.024674,0.015627,0.004285,0.129144,0.033795,0.035601,0.126271,0.004394,0.027515,1.750484,0.461441,0.348302,0.287754,0.298036,0.248809,0.287076,0.290226,0.279133,0.302662,0.259589,0.261089,0.232450,0.009477,0.019110,0.023062,0.013752,0.016439,0.026728,0.026673,0.005352,0.020538,0.018441,0.020141,0.015881,0.010010,Good
0.062084,0.004349,3.108157,0.137107,0.175925,0.559690,0.004964,0.098976,-27.365130,1.614568,0.049304,0.195676,-0.026690,0.137043,-0.199141,-0.087310,-0.173999,-0.047214,-0.074901,-0.033398,-0.057840,0.023333,0.004750,0.027492,0.016371,0.031125,0.016585,0.020332,0.002701,0.009888,0.009688,0.020062,0.005666,0.019500,0.026493,0.004214,0.248756,0.032519,0.029961,0.315059,0.003267,0.054440,1.773671,0.685929,0.376388,0.300420,0.280062,0.261880,0.274701,0.270218,0.246589,0.241564,0.247125,0.228763,0.208214,0.024224,0.005933,0.026167,0.019372,0.027503,0.018679,0.019181,0.004036,0.011649,0.009505,0.017953,0.007240,0.009209,Good
0.060509,0.002963,3.170775,0.141117,0.185356,0.477398,0.005916,0.082494,-28.685402,1.760323,-0.333407,-0.329126,0.002939,-0.320753,-0.069201,0.052318,-0.095653,0.040935,-0.022542,0.105217,-0.128390,0.013453,0.011870,0.021283,0.008228,0.025883,0.021474,0.020076,0.005192,0.014306,0.008509,0.014730,0.006518,0.020889,0.025923,0.002543,0.144683,0.041675,0.038217,0.269442,0.004713,0.048132,1.997189,0.747126,0.566502,0.474140,0.431232,0.326782,0.318851,0.292153,0.309989,0.283643,0.268769,0.285501,0.266401,0.016774,0.020803,0.025206,0.011258,0.025029,0.027956,0.021667,0.009340,0.018979,0.012476,0.018314,0.011243,0.010519,Good
0.053531,0.002966,3.195830,0.130327,0.175269,0.311585,0.006239,0.076059,-29.369032,1.935780,-0.815266,0.003557,-0.189091,-0.103746,-0.085992,-0.067237,0.019847,-0.146860,-0.026294,-0.032260,-0.080221,0.015773,0.010498,0.025031,0.014927,0.019273,0.012783,0.021938,0.007336,0.012769,0.011918,0.014284,0.011421,0.022485,0.020505,0.002735,0.097903,0.030954,0.027262,0.203910,0.004953,0.040430,1.418468,0.603977,0.468904,0.421184,0.372083,0.374306,0.359934,0.385794,0.359839,0.362253,0.353100,0.293599,0.255911,0.020056,0.016107,0.026838,0.018458,0.021941,0.018743,0.025788,0.013116,0.018716,0.014690,0.016622,0.018286,0.010390,Good
0.073939,0.000848,3.229804,0.186605,0.225681,0.476996,0.003007,0.097432,-32.162759,1.734327,-0.756483,-0.162184,-0.239612,-0.225752,-0.259861,-0.040154,-0.015345,0.010940,-0.030234,-0.023670,0.022665,0.009254,0.008568,0.027051,0.016781,0.014908,0.009836,0.019097,0.007096,0.012863,0.014655,0.016813,0.016644,0.022166,0.020309,0.000957,0.062903,0.024665,0.017651,0.187876,0.001688,0.041526,0.920284,0.395705,0.321218,0.284544,0.269925,0.243156,0.259483,0.263081,0.282204,0.271892,0.254028,0.219038,0.188835,0.009398,0.009682,0.020886,0.016694,0.014561,0.010077,0.016765,0.008015,0.012463,0.014384,0.014370,0.018365,0.009236,Good
0.053893,0.004798,3.225444,0.119984,0.167749,0.350067,0.004811,0.079317,-28.185942,1.810872,-0.708024,0.000556,-0.186383,0.043121,-0.156013,-0.052064,-0.048223,-0.036508,-0.007586,0.034739,-0.008146,0.014303,0.010110,0.022080,0.011492,0.016814,0.014226,0.025249,0.007009,0.012835,0.016446,0.017901,0.010500,0.022436,0.016438,0.004030,0.076202,0.025810,0.027060,0.181090,0.002900,0.030511,1.469385,0.561719,0.420600,0.323525,0.321637,0.303678,0.301061,0.304604,0.316633,0.305877,0.294428,0.264406,0.231577,0.016290,0.015922,0.023537,0.014962,0.018030,0.016920,0.024369,0.010701,0.016020,0.017883,0.020025,0.014046,0.009683,Good
0.069970,0.005135,3.226723,0.136466,0.171576,0.547181,0.004867,0.121040,-27.395464,1.413600,-0.425848,0.061445,-0.012449,0.035643,-0.022058,0.120910,-0.074267,-0.109407,-0.020149,-0.005506,0.023124,0.011185,0.007773,0.020918,0.018856,0.016818,0.019486,0.017765,0.005424,0.008380,0.015406,0.019055,0.003451,0.020112,0.020850,0.004238,0.070814,0.026470,0.027564,0.234471,0.003167,0.045886,1.427711,0.506047,0.338377,0.332038,0.304533,0.271143,0.325000,0.334953,0.335089,0.322452,0.305579,0.287323,0.236664,0.013826,0.012174,0.021749,0.022800,0.018835,0.029095,0.015125,0.008322,0.011263,0.018138,0.019894,0.004548,0.009625,Good
0.051131,0.005239,3.226158,0.124614,0.177363,0.308914,0.004708,0.076069,-27.685919,1.730995,-0.527966,0.106041,-0.243384,0.021830,-0.125777,0.044185,-0.089440,-0.069467,-0.005592,0.022287,0.008525,0.012927,0.005640,0.024957,0.015733,0.018580,0.025521,0.020697,0.005387,0.010796,0.015564,0.020683,0.004435,0.022673,0.014718,0.003668,0.070172,0.026893,0.027923,0.139632,0.002580,0.025852,1.314373,0.478006,0.333897,0.285483,0.280138,0.261650,0.266490,0.275120,0.283521,0.285288,0.292549,0.265005,0.241042,0.015341,0.007920,0.024932,0.019784,0.020761,0.027959,0.018585,0.008992,0.016898,0.017065,0.023491,0.005665,0.009706,Good
0.045214,0.007687,3.214025,0.119471,0.178933,0.154974,0.006848,0.059730,-27.506066,1.788905,-1.240584,0.009346,-0.558218,-0.142011,-0.001499,-0.045366,-0.067815,0.057001,0.040503,0.110613,0.023115,0.018511,0.006883,0.015452,0.010073,0.024663,0.014911,0.018805,0.009869,0.019896,0.008430,0.012537,0.008340,0.024368,0.013045,0.005841,0.093607,0.031399,0.032885,0.092770,0.005743,0.020984,1.493550,0.618679,0.431044,0.344231,0.344375,0.344860,0.370582,0.352529,0.339706,0.346765,0.328117,0.306594,0.255305,0.020100,0.010747,0.015803,0.013383,0.023869,0.018173,0.020639,0.014653,0.023305,0.012268,0.016549,0.012155,0.010575,Good
0.043042,0.002849,3.207499,0.121492,0.187629,0.189120,0.005461,0.058580,-28.821992,2.141704,-0.582413,0.124935,-0.204134,0.094097,-0.080585,0.055350,0.001565,0.081793,-0.029327,0.008301,-0.029539,0.013197,0.009423,0.029688,0.012284,0.017032,0.013706,0.026030,0.005747,0.011776,0.015605,0.023085,0.009575,0.023518,0.013018,0.001881,0.087363,0.025545,0.026767,0.117401,0.003258,0.021546,1.227081,0.615094,0.387261,0.341190,0.308152,0.311127,0.314358,0.310957,0.318309,0.313905,0.294368,0.262821,0.236608,0.014661,0.012510,0.027743,0.015454,0.017048,0.016985,0.022865,0.009588,0.016861,0.015969,0.023478,0.013343,0.010310,Good
0.070513,0.010054,3.230531,0.158640,0.207205,0.606242,0.004393,0.103022,-27.075178,1.300083,-0.086984,-0.195440,-0.056029,-0.039550,-0.037835,0.080910,0.009161,-0.031111,-0.001202,0.084657,0.000342,0.010506,0.021521,0.027552,0.013806,0.009891,0.012158,0.037581,0.005895,0.012919,0.009569,0.014706,0.004764,0.025541,0.028011,0.012199,0.087144,0.037289,0.030910,0.315003,0.003057,0.047790,1.623683,0.705390,0.397391,0.382612,0.342838,0.315506,0.324447,0.364458,0.355947,0.323906,0.328612,0.286038,0.239360,0.013646,0.029705,0.027409,0.017148,0.011535,0.015033,0.037686,0.009378,0.014303,0.012793,0.016886,0.007083,0.013434,Good
0.064079,0.003787,3.196109,0.134010,0.171100,0.467545,0.005675,0.096381,-27.915467,1.336170,-0.761896,-0.347427,-0.171116,-0.361771,-0.095704,-0.001691,-0.186509,-0.013428,-0.104231,-0.042502,-0.145403,0.017695,0.008210,0.016199,0.010861,0.015100,0.012951,0.019858,0.009057,0.007432,0.015866,0.015247,0.009611,0.018157,0.020964,0.002942,0.084769,0.029569,0.026494,0.221877,0.002888,0.045547,1.248190,0.485721,0.520681,0.340020,0.396451,0.323749,0.305452,0.297244,0.292511,0.276388,0.263689,0.235282,0.226186,0.018713,0.010139,0.017199,0.012835,0.016641,0.015005,0.019581,0.014538,0.009014,0.017195,0.015235,0.012487,0.008857,Good
0.065325,0.003945,3.208923,0.153021,0.199834,0.443093,0.005728,0.094788,-27.928682,1.460518,-0.621600,0.035494,-0.062279,-0.019596,-0.054843,0.087395,-0.168246,-0.009496,-0.140442,-0.051515,-0.047629,0.010834,0.010310,0.027044,0.016805,0.013536,0.013431,0.035552,0.005181,0.006366,0.019781,0.014112,0.012980,0.025196,0.018554,0.003668,0.093979,0.029967,0.026304,0.202249,0.005486,0.037699,1.237608,0.441375,0.469394,0.362852,0.340195,0.290848,0.317471,0.296136,0.312287,0.285795,0.282531,0.258832,0.229316,0.014632,0.015015,0.028328,0.020976,0.015004,0.020178,0.035636,0.009811,0.008808,0.024292,0.017331,0.018459,0.012904,Good
0.058418,0.008403,3.230634,0.114625,0.154201,0.461119,0.004150,0.094429,-25.476618,1.433273,-0.225696,0.147353,-0.343177,-0.066254,-0.205697,-0.046910,-0.042082,-0.052112,-0.002251,-0.096633,0.002766,0.020040,0.007740,0.019514,0.017645,0.014079,0.013610,0.020894,0.002306,0.012436,0.011794,0.016521,0.010166,0.017860,0.016816,0.005736,0.081696,0.020654,0.023407,0.213584,0.002361,0.032195,1.104175,0.488924,0.338238,0.330840,0.306798,0.281156,0.295676,0.293776,0.322815,0.319485,0.303227,0.267019,0.240083,0.022198,0.010308,0.019852,0.019995,0.015035,0.018423,0.020188,0.003679,0.015467,0.012377,0.017926,0.012960,0.008149,Good
0.060612,0.003959,3.188866,0.132007,0.164259,0.472588,0.004680,0.090784,-27.684109,1.409777,-0.384628,-0.079040,-0.067323,-0.204896,0.027370,-0.049290,-0.111022,-0.048530,-0.041743,0.008399,-0.068325,0.014764,0.006792,0.042947,0.018323,0.017146,0.014427,0.036599,0.007096,0.008780,0.009500,0.015858,0.005133,0.024299,0.018001,0.002987,0.083742,0.023059,0.020986,0.204469,0.002943,0.040000,1.169113,0.460654,0.554288,0.338080,0.342670,0.296682,0.294966,0.278262,0.282225,0.270708,0.261704,0.231604,0.216979,0.016702,0.009130,0.037510,0.021196,0.017040,0.018041,0.028943,0.010226,0.011075,0.009522,0.016581,0.006224,0.011697,Good
0.043617,0.014952,3.209071,0.103162,0.150148,0.258882,0.006236,0.059198,-26.464609,1.663205,-0.415933,0.031454,-0.087450,0.144961,-0.065113,0.037946,-0.083121,0.051359,0.007797,0.006713,-0.013992,0.012704,0.005962,0.026027,0.012541,0.031270,0.012898,0.027558,0.010675,0.006960,0.013777,0.015071,0.005038,0.023232,0.010355,0.009327,0.076708,0.020959,0.033545,0.131304,0.004408,0.018464,1.177942,0.484948,0.389360,0.324852,0.296391,0.298597,0.291773,0.312947,0.289236,0.321070,0.291494,0.262876,0.236823,0.014141,0.008265,0.026625,0.016300,0.022269,0.016693,0.023635,0.018004,0.009629,0.016647,0.015150,0.006505,0.009662,Good
0.054083,0.019618,3.020347,0.136084,0.186675,0.369179,0.003802,0.071298,-24.258786,1.732350,-0.367288,0.289890,-0.167156,0.162008,-0.022437,0.030906,-0.023970,0.029176,-0.000506,-0.000986,-0.004965,0.015820,0.006439,0.029772,0.012740,0.018944,0.012358,0.036731,0.004816,0.008906,0.015417,0.023181,0.007402,0.014368,0.018310,0.016575,0.246070,0.023873,0.021704,0.194739,0.001529,0.033208,2.571059,0.541035,0.386291,0.273534,0.248766,0.237889,0.221840,0.232918,0.222603,0.201574,0.203339,0.187291,0.172737,0.012488,0.005882,0.018282,0.009599,0.012278,0.010246,0.023099,0.004895,0.007567,0.010235,0.014659,0.006210,0.006562,Bad
0.047435,0.007139,2.957176,0.125837,0.187634,0.301682,0.005587,0.066326,-26.431423,1.733039,-0.757694,0.068371,-0.244864,-0.020805,-0.120112,-0.040559,-0.069143,0.013314,-0.004124,-0.005521,-0.034865,0.015247,0.008059,0.022430,0.013746,0.016516,0.014004,0.027321,0.005502,0.011647,0.016287,0.019278,0.009826,0.013693,0.024587,0.007618,0.349757,0.029012,0.024338,0.291944,0.002851,0.041395,2.896666,0.901347,0.521724,0.362527,0.324352,0.291360,0.256200,0.259761,0.237861,0.241187,0.203409,0.198981,0.176531,0.012930,0.008313,0.018805,0.012773,0.012744,0.012324,0.022284,0.006804,0.010912,0.013836,0.015090,0.010681,0.006905,Bad
0.032125,0.015953,2.985440,0.118907,0.197301,0.127628,0.006370,0.039860,-24.553673,2.582633,-0.845042,-0.088311,-0.456742,-0.014935,-0.047823,-0.059169,-0.115355,-0.092148,-0.081651,0.002559,-0.051367,0.016496,0.008316,0.025308,0.020714,0.021781,0.017939,0.024954,0.004575,0.012305,0.016150,0.019840,0.010421,0.013987,0.018823,0.013492,0.255770,0.034373,0.026432,0.141361,0.002498,0.020982,2.534006,0.646249,0.409018,0.330996,0.308529,0.250704,0.238205,0.217939,0.212004,0.218222,0.194621,0.180361,0.170691,0.012527,0.007676,0.018873,0.016005,0.015059,0.014050,0.023267,0.005419,0.010420,0.011932,0.014243,0.010160,0.006412,Bad
0.047909,0.011639,2.725412,0.135663,0.201606,0.220165,0.006443,0.058205,-25.952079,1.932216,-0.703232,0.264035,-0.235058,0.045165,-0.167038,-0.034420,0.005047,0.003275,-0.097301,-0.015507,-0.040219,0.017622,0.007991,0.031308,0.013131,0.017726,0.012434,0.033748,0.004401,0.009580,0.015670,0.022628,0.010708,0.016069,0.028821,0.015749,0.456641,0.050956,0.035312,0.219039,0.003557,0.038598,3.568474,0.899146,0.631791,0.330712,0.357034,0.289119,0.268764,0.255840,0.298925,0.255498,0.239722,0.209934,0.190331,0.014537,0.009016,0.030213,0.011593,0.013795,0.011510,0.032916,0.006101,0.010411,0.011542,0.016991,0.012434,0.009841,Bad
